pattern, strength, component1, component2
ondon t	9		t
to	9	t	
 London 	9	 L	
own	9	ow	
ani	10		
ed in comp	10		
Se	10		e
eat	10	e	at
ompan	10		
ated in c	10	ated	
wnS	10		
ies 	10	ies	
wn.The 	11		
ance all 	11		
es they 	11		
hum of m	11		
their o	11	their	
.The hum	11		
 rad	11		ad
, with r	11	, with 	
sit, with	11		
they sit	11		
 own	11	 o	
all their	11		their
adi	11	ad	
iance 	11		
ltitudes 	12	ltitud	
ultitud	12		ltitud
 of mu	12		
sands of 	13		
es was there	13		
girls 	13		
s,T	13		
nd girl	13		
housands 	13		
 lambs,	13		
Thou	13	Th	
of little boy	13		
was there, but 	13		
itudes of	13		
s and 	13		 and 
multitud	13		ultitud
es of lamb	13		
little boys a	13		
, but mult	13		mult
s.	14		.
innocent	14		
Now 	14		ow 
like a 	14		
w like	14		
s raising	14		
nocent ha	14		
 hand	14	 h	and
raising their 	14		
 their in	14	 the	ir in
.No	14	.	
nds	14		
wind	15	win	d
ice of 	15		
 the vo	15	 the 	
ind they	15		
mighty 	15	might	y 
 raise 	15	 raise	
 a migh	15		
aven the v	15		
aise to 	15		e to 
he	15		e
ty w	15	ty	 w
oic	15		
 they r	15		
eaven	15	ea	ven
song	15	so	ng
e of son	15		
to h	15	to	 h
 like harm	16		
,Or like	16		
 thunder	16		
g,Or	16		
 harmon	16		
onious	16		
undering	16		
ious th	16		
ings the	17	ings 	
s the se	17		
 seat	17		eat
aven among	18		
ats of 	18		
heaven	18	hea	ven
s of he	18		he
Ben	18		
 amongB	18		
aged m	19		ged m
ardia	19		
d men	19	d	
en, w	19		
uar	19		ar
 sit the 	19		
 gu	19		
 them sit	19		
ise g	19		
eneath	19	e	
, wise	19	, 	
eath them	19		
 the age	19		
 of the 	20		the 
ns of 	20		 of 
dians	20		
 cheris	21		is
the p	21	the 	
r.Then	21		
ish	21		sh
oor	21		or
poo	21	po	
h pi	21		
.Then cher	21		
 lest	22		
ty, le	22		, le
 pity,	22	 pity	
st y	22		
 you	23		
NI	23		
 dri	23		
TThe 	23		he 
door	23	d	oor
rive	23		
HTT	23		
ngel 	23		
g st	23		
 an an	23	 an	 an
ar does	23		
star 	23		
evening 	23		
ou d	23		
West,	23		
.N	23	.	
gel from 	23		
ve an a	23		
cending in the 	23		
 descend	23		
oor.	23	oor	.
ing in the We	23		
sun des	23		
The evenin	23		
st,The 	23		
your d	23		d
GH	23		
IG	23		
he sun	23	he 	
from your 	23		
nd I must	24		
 heaven	24		ven
ine.  	24	ine	
s high	24	s h	igh
  In hea	24	  	
mine	24		ine
ilent	24		ent
 must see	24		 see
 sil	24	 si	
eThe b	24	eThe 	
ine	24		e
The birds 	24	Th	
ir nest,A	24		
st,And I	24	st	
 shin	24		
ent in the	24	ent	
n, like a 	24		like a 
 The moo	24		
k for 	24		
are s	24		
vens 	24		
like a flower 	24	like a 	
does sh	24		
irds are	24		
 for m	24		 m
 in their ne	24		
flower   In	24		
 seek	24		seek
.   The 	24	.	   The 
moon, 	24		
ent delight	25	ent	
   W	25	  	
 the night	25	 the 	
er,  	25		  
night.F	25		
 bow	25		ow
.Fare	25		
wer,	25	wer	
ith sil	25		 sil
 silent	25	 sil	ent
,   Si	25	, 	
arewell	25		well
 delight,   	25		
smiles on the 	25		
high bo	25	high	
 With	25	 W	
ts and smiles on	25		
Sits and 	25		
well, 	26	well	, 
 fi	26		
green f	26		
, green	26	, 	
lock	27		ock
s and happy	27		 and happy
 flo	27		flo
lds and 	27	lds 	and 
ie	27		e
eld	27	el	d
ves,Where	27		
,Where f	27		
 groves	27		
happy gro	27		
cks have 	27	cks 	
took delight	28		
 lambs have 	28		
,Where lambs 	28		
 delight,Where	28		
s have took	28		
bled, s	29		
have n	29		
nib	29	ni	
ibbl	29		bbl
right   U	30		
 moves	30		
s bright 	30		
angel	30		
t of ange	30		
ed, silent	30		 silent
The fe	30		
ls b	30	ls	 b
vesThe 	30		
et of 	30	et	 of 
fee	30		e
ilent mo	30	ilent	
nseen	31		
  Uns	31		
een, the	31		, the
osom	32		
  And jo	32		
look in every	32		
ping b	32		
ud and 	32		 and 
each sl	32		
 joy with	32		
m.Th	32		
.They 	32		
slee	32		
 and blos	32	 and 	
 ceas	32		
y 	32		
ey look	32		
,   And each 	32		 each 
ing,   And	32	ing,	
pour bless	32		
  On	32	  	
blessing, 	32		
som,   And 	32		
 pour 	32	 p	
 each 	32		
boso	32		
bud	32		
 in every thou	32		
blossom	32		ossom
ing,   O	32	ing,	   O
y without	32	y 	
n 	32		
out c	32		
easing, 	32		
, they	32	, 	
eeping 	32		
each b	32		
less	33		ss
ss ne	33	ss	
ghtle	33	ght	
 thought	33		ght
stWhere 	34		
bird	34		d
s are c	34		
co	34		
ds are 	34	d	
Where bir	34		
 nest	34		
vered 	35		ed 
ed wa	35		wa
warm	35		arm
over	35		
They vi	36		
 visit	36		
rmThey	36		
om harm	37		
 keep	37		keep
y beast	37	y 	
To ke	37		
 all from	37		
ast,	37		
ep them	37		
 harm  	37		  
sit c	37		
 them all fr	37		
,To	37		
of every be	37		
 caves 	37		
aves of ever	37		
sleep 	38	slee	
p on the	38		
 have been slee	38		slee
ould have been 	38		
ey see	38		
ping, 	38		
  That	38	  	
  They	38	  	
g,   T	38	g,	
hey pour 	38		 pour 
weeping   T	38		
   I	38	  	 I
f they 	38		 they 
 pour slee	38	 pour 	slee
sleepin	38	sleep	
 If th	38	 I	
ir head	38		
 should	38		should
hat sh	38		
see any 	38		
on their	38		their
 any weeping 	38		
 down 	39		n 
,   And sit	39		
sit dow	39		
n by 	39	n 	
 head,   And 	39		
their b	40	their	
by their	40		their
 bed.	40		
tigers 	41	tiger	
When wol	41		
ers how	41	ers	 how
fo	41		
 and tig	41	 and 	
ves and 	41		 and 
olves	41		
ed.When w	41		
l f	41		
howl 	41		
 pre	42	 p	
y,They	42		
They pi	42		
 pity	42	 p	
tying 	42		
ey,	42	e	
or	42		
r pr	42		
stand and 	43	stand	 and 
ing stand	43		stand
 keep them	44	 keep	
Seeking t	44	Seeking	
 from the 	44		 the 
y,And keep	44		 keep
king to	44	king	 to
sheep	44	sh	eep
 and weep	44	 and 	
 away,And	44	 a	
ve their thir	44		
thirst	44		
 drive their 	44	 dri	
p.  	44	p.	  
weepSee	44		
st awa	44		
 the shee	44		 shee
 them from	44		
o dri	44	o d	
 But	45		
ful,   The 	45	ful	
,   The angel	45	,   The	 angel
, if they r	45		 they r
But, if	45		ut, if
adful	45		
 they rush	45	 they r	
ion	45		
ush dre	45		
 dread	45		ad
.   	45		  
 most he	46		
s, most	46		
angels,	46	angel	
,   R	47	, 	  R
edful	47		
 heed	47		
ful,   	47		
eceive 	48		
heri	48	her	
ew 	48	e	
Ne	48		e
inher	48		
each mil	48		
Rece	48		
And there 	48		
re the 	48		the 
t.And the	48		
w wo	48		 wo
rld	48		
ons r	48		
wor	48		or
the li	48	the 	
mild	48		d
d spirit	48	d	
it.	48		
,   N	48		   N
lions	48		
to in	48	to	
lds 	48		ds 
ive each 	48		
 spirit,   	48		
 rud	49		
dy eyes	49		
uddy	49		
 eyesS	49		
round the 	50		 the 
ath	50		
tear	50	te	ar
lking 	50		
And walk	50	And w	alk
ing the 	50		the 
gold	50	go	
es,And wa	50		
he tender 	50	he 	
 the fo	50		fo
ears of 	50		
s of go	50		
ing round	50		
cries,	50		
His mee	50		
hall flow	50		
flow with 	50		
tender cri	50		
,   And, by	50		
 by His	50	 by	
 Wr	50		
   Saying	50		
 with t	50		t
aying W	50		
rat	50		at
, by His 	50		
ld   S	50		
h by 	50		
 pitying t	50	 pity	
ess,   And	50		s,   And
Shall 	50		
kness	50		ness
 meekn	50	 meek	
ldAnd	50		
And pity	50		 pity
fold	50	fo	
lth, 	51		
ickne	51		
 His he	51		he
h, s	51		
hea	51		ea
ss,   	51	ss	
ness	51		ss
alt	51	al	t
sick	51		
Is dr	52		
 away   	52		  
driv	52		
,   Is 	52		
iven	52		
en away 	52		
  Fro	52	  	
 our im	53		
immo	53		
m our 	53		
From	53		
side thee	54		
leating	54		
mort	54		
 thee, b	54		
an li	54	an	
p,Or	54		
rtal 	54		
,Or think	54		
ating lamb	54		
I can	54		an
 lamb,	54		
 lie down	54		
w be	54		
now 	54	now	
, ble	54		
 and slee	54	 and 	slee
,I c	54	,I	
e down and 	54		 and 
sleep	54		eep
beside	54		eside
.And no	54		
day.And 	54		
 think on	54		
al day	54		
, and weep	55	, 	and weep
 name,G	55		
 Him	55		
im who	55		
 on H	55		
Gr	55		
.   For, 	55	.   	
aze 	55		
raz	55	ra	
after thee	55		
thy name,	55		
 bore thy	55		
 who bore 	55		
For, wa	55		wa
e after	55		
 thee, and 	55		
weep.   	55		.   
shed i	56		
n li	56	n 	
washe	56	wa	
d in 	56	d	
My bri	57		
ever   S	57		
river,   	57		
e for ever	57		
ght man	57	ght	
 bright	57		right
fes 	57		
life	57		
,   My	57		
s river	57		
 mane for 	57		
fold.S	58	fold	
like the go	58		
 the gold	58	 the	 gold
flut	58		
 Sound the 	58		
mute 	58		
RING	58		
Birds 	58		
w its 	58		 its 
d oer 	58	d	
,   As 	58		
hall shine 	58		
delight,   	58		
lute   	58		
 oer the 	58		the 
   Shall 	58		
PRI	58		
irds delight	58		
   N	58	  	
shine like	58	shine	
      So	58	     	
te      	58		     
     B	58	    	 B
I gu	58		 gu
e     	58		    
NG     	58		     
und the f	58		
the fold	58	the 	fold
its mu	58		
As I	58		
 guar	58	 gu	
.SP	58		
ard	58		d
 No	58		
ld,   	58		
ow 	58	ow	
y and n	59		
ale,     	59		     
   Da	59	  	
ight,     	59		,     
 Day an	59		
,     	59	, 	    
d night	59	d 	
ingale,	59		
,      N	59		   N
ighting	59	igh	
 Night	59		
 the dal	60		
dale,  	60		
e,      	60		    
 In the 	60	 I	
      In	60	    	
    L	60	    	
sky, 	61		
     Mer	61	    	
k in 	61		
Lar	61		
 in sk	61		 sk
ark	61	ar	
y,      	61		     
merril	62		
Merril	62		
rily,	62		
y, mer	62		
y,Merril	62		Merril
Merrily, 	62	Merril	
y to wel	63		
rily to	63		
 welcom	63		
come in the 	63		
ittle boy	64		
.      L	64	. 	     L
year.   	64		.   
,      F	64	,     	
 Fu	64		
e in the year	64		in the year
   Little 	64	  	
boy,     	64		,     
joy     	65		     
crow,	65		
ow,      So	65		      So
 Co	65		
ll of 	65	ll	
      So do	65	      So	
of joy	65		
ock	65		
 Little girl	65		
girl,     	65		,     
      C	65	     	
 and small	65	 and 	
      Little 	65	     	
ull 	65	ul	
 does cr	65		
ck does 	65		
small     	65		     
,      S	65	,     	 S
 Sweet	65	 S	
weet and 	65		 and 
      Mer	66	     	
ce,      In	66		      In
ry voi	66		
 do you	66		 you
voice,	66	voic	
 you     	66	 you 	    
 Merry 	66		
fant no	67		
      Infant 	67	      	
noise	67		
 I am      C	68		      C
merrily to wel	68	merril	y to wel
iseMerrily, 	68		Merrily, 
Merrily, merril	68	Merrily, 	merril
ere I am	68		
   Little lamb,     	68		,     
come in the year.   	68	come in the 	year.   
,      H	68	,     	
 Here	68		
y to welcome in the 	68	y to wel	come in the 
year.      Little lamb	68	year.   	
white nec	69		
 My 	69		y 
and lic	69	and 	
      Come 	69	      C	
y white 	69		 white 
      M	69	     	
lick	69		
ome and 	69		and 
k     	69		     
et	70	e	t
neck     	70		k     
 Le	70	 L	e
k      L	70	k     	 L
t me 	71	t	
 soft	71		t
ool 	71		
 me p	71	 me	 p
pull 	71		ull 
Your	71		our
Let	71	Le	t
t w	71	t	
r sof	71		
l      	71		     
ull      	71	ull 	     
     L	71	    	 L
 me kiss	71	 me	 kiss
kiss     	71		     
 woo	71	 w	
     You	71	     	
et me 	71	e	t me 
Your soft	72	Your	 soft
      	72	    	  
 Your	72		Your
 faceMerrily, merril	73		Merrily, merril
 soft face	73	 soft	
elcome 	74	e	
we	74		e
y we 	74	y 	
we w	74		e w
lcome in the 	74		in the 
Merrily, merrily 	74	Merrily, merril	y 
year.N	75		.N
SE	75		
in the year	75		
.NUR	75	.N	UR
URS	75	UR	
 SONGWhen	76		
S SONG	76		
ES	76		
When vo	77		
ices of	77		
 voic	77	 v	oic
 heard	78		d
reen,   And 	78		
es of child	78		
 green	78	 g	
ren are	78		
d on the	78	d	
 are hear	78		
 children	78		ren
 on the g	78		 g
,   And laugh	79		
heard on the	79	heard	
ll,	79	ll	
 hill	79		ll
d on the hi	79	d on the	
laughing is 	79		
ing is hear	79		
 my children	80	 my 	children
 is at 	80		
rest	80	re	st
gone	80	go	ne
at re	80		
, the sun	80	, 	the sun
 down	80	 do	
in my b	80		
st with	80		
n,   And th	80		
ne dow	80		
 children, the s	80	 children	
 my brea	80		
 is go	80		
else is s	80		
 come 	80	 com	e 
.Then co	80		
 everything else	80		
reast,	80		ast,
,My	80	,M	
me hom	80		
till	80	ti	ll
ill.Then	80		
,   And the 	80		the 
st,   And	80		
home,	80		me,
   And everything 	80		
e, my	80	e,	
un is 	80		
 heart is 	80		t is 
 is st	80		st
My heart	80		
 within	80		
riseC	81	rise	
e dew	81		
night a	81		
 aris	81		
dews of 	81		ws of 
s of night	81		
morning ap	82		
e, co	82		
play, and 	82	play, 	and 
f play	82		 play
, and let	82		
ars in 	82		
the morning 	82	the 	
us away	82	us	 away
pear	82		ar
ome,	82		e,
 us 	82	 us	
ave of	82		
me, 	82		, 
Till the 	82	Till 	the 
s in the 	82		the 
leave 	82		
off 	82		
the skie	82	the 	
 come	82	 com	e
s.No	82		.No
let 	82		
skies.	82		s.
away,   	82		
,   Till 	82		Till 
, le	82	, 	
eCom	82	e	
No, no	82		
appe	82		
et day	83	et	
 it is y	83	 it is	
for	83		or
 us play	83	 us	 play
, no, le	83		, le
yet	83		et
, let	83	, 	
t us 	83	t	 us 
 day,   And 	83		
play, 	83		, 
r it is 	83		
, fo	83	, 	fo
cannot g	84		
we cannot	84	we	
des,	84	d	
 sky	84		sky
s, in the	84		
ide	84		de
sleepB	84	sleep	
Bes	84		
,   And we 	84		
o to 	84		
 go	84		
 to sleep	84	 to	
esi	84		
 in the s	84	 in	 the s
s are all 	85		
vered with	85		ed with
birds 	85		ds 
ls are 	85	ls	 are 
 shee	85		
hill	85		
ll, wel	85	ll,	
with sh	85		
s f	85		
Well,	85		ll,
, go	85	, 	
fly	85		
 the little bird	85	 the little 	bird
,   And the hil	85	,   And the 	
 well	85	 we	ll
eep	85	e	
p.	85		.
ky the little 	85		 the little 
.We	85	.	
all co	85		co
l, 	85		, 
ly,   And the 	85		,   And the 
covered 	85	co	vered 
go and 	86		 and 
away,   And the	86	away,   	
es away,   	86		away,   
n go	86	n 	go
 and play	86	 and 	
 till the li	86		the li
ades 	86		
play till 	86		
And then 	86		n 
ght f	86	ght	
 fad	86		
the light	86	the 	
hod	87		d
hills 	87		ls 
laughed, 	87		
go ho	87		
ed, and sh	87		sh
ed, and laugh	87		
outed, and 	87		
  And all	87		
shout	87	sh	
 all the 	87		 the 
leaped, and 	87		
 home 	87	 h	
little ones 	87		
.The little	87		
me to 	87		e to 
ed,   And	87	ed	
s ec	87		
to bed	87		
 the hill	87		 hill
d.I	87	d	
bed.The 	87		
 ones leap	87		
echo	87		
NF	88		
AN	88		
.IN	88	.	
JOY	88		
T JO	88		
FA	88		
NT 	88		
YI	88		
eI am b	89		
I have 	89		
 am bu	89		
 nameI	89		
no nam	89		
 have no	89		
old.	90		.
What 	90	What	
ut	90		t
wo day	90		
t t	90	t	
 two	90		
s old	90		
.Wh	90	.	
 days 	90		
fall 	91	fa	
at shall	91		
 thee?	91		hee?
,Jo	91		
y is my	91		
my name.	91		
 I call	91	 I	
Joy is 	91		
retty joy	91		
thee	91		
 call thee	91		all thee
Sweet jo	91		
 days old.	91	 days 	old.
?I	91		
y befa	91		
eP	91	e	
I happ	91		
I call 	91		
am,	91		
but two	91		 two
 happy 	91		y 
Sweet joy, 	91	Sweet jo	
shall I	91		 I
 joy be	91		
y I c	91	y 	
Sweet joy 	91	Sweet jo	y 
ll the	91	ll	
y, but	91		
joySweet jo	91		Sweet jo
 name.Sweet	91		
Pretty 	91		
y am	91	y a	
 two days 	91	 two	 days 
old.Sweet jo	91	old.	Sweet jo
Thou do	92	Thou	
all thee	92		thee
theeThou	92	thee	Thou
 smile,	92		
st smil	92	st	
 dost	92	 do	st
whil	93	whi	
theeA D	93	thee	
eSweet	93	e	
fall thee	93	fall 	thee
weet joy be	93		 joy be
 joy befall 	93	 joy be	fall 
e,I s	93		
ing the wh	93	ing the 	
ileS	93		
I sing the 	93		ing the 
am did	94		
a dre	94		
RE	94		
EAM	94		
dream	94	d	
ce a 	94		
AMOn	94		
A DR	94		
Once 	94		
 did we	95		 we
Oer my	95		
ave a 	95		
 weave 	95	 we	
shadeOer 	95		
a shade	95		
 an 	96	 an	
 angel	96		angel
its way	96		
ayWhere 	96		
mmet	96		et
d,That	96	d	
et lost 	96	et	
That an	96		
my ange	96		
 e	96		e
lgu	96		
emm	96	e	
guard	96		ard
arded be	96	ard	ed be
 lost its w	96		
ed bed,	96	ed be	
on gr	97		
 methou	97		
Where on 	97		
grass	97	gra	ss
ght I	97	ght	 I
ass met	97		
hought	97		ght
rn	98		
, ben	98		
 and for	98	 and 	for
d, w	98	d	
 I lay	98	 I	
 wild	98		
,Dark	98		ark
.Trouble	98		
lor	98		or
d, and 	98		 and 
ildere	98		
 lay.T	98		
enight	98	e	
ark, b	98	ark	
forlo	98	for	
roubled,	98		
n,D	98	n,	
ered,	98	er	
tr	99	t	
avel	99		
ighted, 	99		
ra	99		
ed, t	99		t
ver 	100		er 
worn	100		rn
,O	100		
velwor	100		wor
Over	100		
n,	100		
a tan	101		
man	101		
 m	101		
any 	101		y 
y a 	101	y 	a 
 spra	102		
O my children	102		 my children
 sayO	102		
led s	102		
 do the	102	 do	 the
r say	102		
tbroke	102		
 her	102	 h	er
roke, I	102		
All hear	102		
 heard he	102	 heard	
pray,	102		
tang	102		ng
 they c	102	 they 	
y cry	102	y 	
heartb	102		
y,All 	102		,All 
 my children do	102	 my children	
, I heard	102		 heard
,Do	102		Do
ry,D	102		
gled	102		
their father 	103	their	
sigh	103		
 father sig	103		
o the	103		
Now they 	103	Now 	
they lo	103		 lo
?Now 	103		Now 
h?	103		
 they 	103		
y hear 	103	y 	
hear their	103		their
iling 	104		
 the ground	104	 the	 ground
Calls 	104	Call	
What wa	104	What 	wa
urn and	104	urn 	and
 am se	104		
 I saw a 	104	 I saw 	
tearBut	104	tear	
?I am	104		I am
ight?I	104		?I
ing, I	104		, I
loo	104		
man of the n	104		
lied, 	104		
retur	104	ret	
r,Wh	104		
ightC	104		
n and weep	104	n 	and weep
w a g	104		
 light the gro	104		
 for me.Pi	104		
the night	104	the 	
glo	104		
 near	104		ar
loww	104		ww
wail	104	wa	
the bee	104	the 	
alls the 	104		the 
 a tear	104	 a	 tear
orm	104	or	
tying, 	104		
und,While 	104		
Now ret	104	Now 	
the wa	104	the 	wa
o rep	104		
 repli	104	 re	
m nea	104		
broad t	104		
watch	104	wa	
.Pity	104	.P	
k a	104		
d a 	104	d	
ing w	104	ing	 w
wwor	104	ww	or
I d	104		
ok	104		
 set to	104		
ped	104		d
 drop	104	 dro	
o see,	104		
 abro	104		
tchman of 	104		
,While the b	104		
t to light	104		
 weep for me	104		
But I sa	104		
ad to	104		
roppe	104		
ed, What 	104		What 
 see,Now 	104		Now 
wight	104		
,Who	104		
Little wan	105		
derer,	105		
wander	105	wa	nder
now the bee	105	now 	the bee
les hum	105		
tles 	105	t	
eetle 	105	eet	
 now 	105		now 
Follow	105		
tle go	105		
the beet	105	the be	et
es his 	105	e	s his 
 his round	105		
humLittle 	105		
goes	105		
roundF	105		
ollow 	105		llow 
 ANO	106		
meON	106		
er, hi	106		
 hie the	106		
e home	106		
ON AN	106		
e thee ho	106		
woe,	107		e,
an I s	107		
And not be 	107	And not	
THERS	107		RS
 too	107	 to	
 SOR	107	 S	
e,And	107	e,	
 not be in so	107		
rrow to	107		
ee another	107		 another
s wo	107		 wo
OTHE	107		
 I see 	107		
WC	107		
RRO	107		
anothers 	107		
in sorrow	107	in	 sorrow
RS SO	107	RS	
o?	107		
ROW	107		
Can	107		
Can I see 	108	Can	 I see 
?Can	108		Can
ief	109	ie	
f,And	109		
lief	109		ief
fall	109		ll
 I see anothers 	109	 I see 	anothers 
 I see a 	109	 I see 	a 
,And 	109		
not seek	109		 seek
ef?Can	109		?Can
 not	109	 no	t
 reli	109		
 seek for 	109	 seek	 for 
grie	109		ie
?Can I see 	109	?Can	 I see 
 for kind	109		
a fa	109		
kind re	109		
anothers gr	109	anothers 	
ear,And 	110	ea	r,And 
lling t	110	ll	
ing tear	110		 tear
not f	110		
,And not	110	,And 	
 fee	110		fee
 sorrow	111		
be with 	111		
rrows s	111		
 with sorrow	111	 with s	
, nor be	111		
 fill	111	 fi	ll
e his	111	e 	
l my	111		
ep, nor 	111		
s sh	111		sh
er see h	111		e h
ather se	111	ath	
lled	111	ll	
Weep	111		
 a fath	111	 a	
hare	111	ha	
eel 	111		
my so	111		
ed?Can	111		?Can
?Can a f	111	?Can	 a f
 childWe	111		
sorrow fi	111		 fi
is child	111		
are?Can	111		?Can
?No, no	112		No, no
?Can a 	112	?Can	
hearAn	112		
 and hear	112	 and 	
 infant 	112		
an infant 	112	an	 infant 
 a mother	112	 a	
an, an in	112		
 sit and 	112		 and 
An infa	112		
fant fe	112		
oan, 	112		
nt gr	112		 gr
mother sit	112		
ar?	112		
gro	112		ro
fear	112		ar
 never can	113	 never 	can
No, no never	113	No, no	
who smil	114		
never can 	114		 can 
it beAnd	114		beAnd
es on all	114		
beNever	114		eNever
it be	114		
 can He 	114	 can 	
 can 	114		can 
 can it be	114	 can 	it be
Never, 	114		, 
, never	114	, 	
And can 	114		 can 
 allHear	114		
 it 	114		
He who	114		e who
 smiles on	114	 smiles	
mall,He	115		
the small	115	the 	
small birds 	115		
en with sorrow	115		 with sorrow
 with sorrows s	115		sorrows s
s small	115		
Hear the 	115		 the 
,Hear 	115		
wren	115		
 the wr	115		
ar the 	115		the 
woes tha	116		
nts bear	116		
d care,	116	d	 care,
es that	116		t
nest,	116		
 breast,	116		reast,
ty in their	116		
 infants	116		
grief an	116	grie	
t infa	116	t	
 besi	116		esi
reast,And not	116	reast	,And not
 the ne	116		
f and c	116		
 not sit	116	 not	
eside	116	esi	de
Pour	116		our
And not	116		d not
Hear the wo	116		 the wo
ing pi	116		
de the 	116		
 birds grie	116		grie
st,Po	116		
are,Hear the 	116		Hear the 
 sit b	116	 si	t b
 bearAnd	116	 b	
in their b	116		
uring 	116		
pity 	116	pit	y 
cradle near	117		
And not sit the 	117	And not	 sit the 
 sit the cradle 	117	 sit the 	
,Weeping 	118		eeping 
 tear	118	 tea	
 on infants	118		 infants
ear?	118	e	ar?
 infants t	118	 infants	
near,W	118		
tear on	118	tear	
eeping tear	118	eep	ing tear
h nigh	119		
 night and	119		
oth	119		
t and day	119		
?And not	119	?And	 not
And not sit b	119	And not	 sit b
 sit bot	119	 sit b	
all our 	120		
our tear	120	our	 tear
g all 	120		
,Wipin	120		
iping 	120		
 day,W	120		
O 	121		
doth	121	d	oth
no never can	121		 never can
beNever, never	121	beNever	, never
 can it beHe 	121	 can it be	
 no	121		
?O	121		
He d	121		d
oth giv	121	oth	
 never can it 	121	 never 	can it 
s away	121		
 it beNever	121	 it 	beNever
tears 	121	tear	
, never can it be	121	, never	 can it be
away?	121		
 give 	122		e 
,He bec	122		
 joy to all	122		
His joy to	122	His jo	
e His	122	e 	
 a man 	122		
 becomes	122		omes
nt small,He	122		
es an infa	122	es an	
 an infant small	122		
omes	122		
omes a man	122	omes	
 allHe bec	122		
He becom	122		
 feel t	123	 feel	
He doth	123	He d	oth
he sorrow	123	he 	
of woe,	123		woe,
oth fee	123	oth	 fee
 of 	123		
l the 	123		the 
woe,He d	123	woe,	He d
sorrow too	124		 too
ink	124		
 too.Th	124	 too	
.Thin	124		
 not thou	125	 no	t thou
 thou can	125		
igh	125		
st s	125		
 si	125		
 canst	125		
k not	125		 not
igh,And 	126	igh	,And 
 a sigh	126		sigh
not b	126		t b
 Maker	126		er
,And thy	126	,And 	
er is 	126	er	
thy Mak	126		
gh a s	126		
 is not	126		
ink not thou	127	ink	 not thou
 not thou canst	127	 not thou	 canst
 He gives 	127		
to us 	127	to	 us 
 weep a tear	127		 a tear
gives to 	127		
.O He 	127		
yT	127		
Th	127		
,And thy Maker	127	,And thy	 Maker
 canst weep	127	 canst	
 by	127		
 near.O	127	 near	
 a tear,And thy	127	 a tear	,And thy
hink	127		ink
 is not near	127	 is	 not near
us His	127	us	
 Maker is not	127	 Maker	 is not
y,That	128		
That our 	128		
 our grie	128		grie
 joy,	128		
grief 	128	grie	
His jo	128		
f He 	129		
He m	129		 m
may	129	ma	
ay des	129		
He doth sit b	130	He doth	 sit b
grief is	130	grief 	
Till our 	130	Till 	
oyTill 	130	oy	Till 
led and 	130		 and 
goneHe doth	130	gone	He doth
 sit by 	130	 sit b	y 
our grief 	130		grief 
is f	130		s f
